s,a,r,sp,episode_index
19693,2,-100,19189,62
19189,4,0,19685,62
19685,5,-25,19681,62
19681,5,-25,20178,62
20178,3,-25,20175,62
20175,3,-25,20672,62
20672,5,-25,21169,62
21169,2,-100,21166,62
21166,3,-25,21163,62
21163,5,-25,21661,62
21661,2,-100,22159,62
22159,3,-25,22157,62
22157,4,0,22656,62
22656,3,-25,23155,62
23155,5,-25,23654,62
23654,4,0,24153,62
24153,4,0,24653,62
24653,5,-25,25654,62
25654,3,-25,25654,62
25654,6,-100,26656,62
26656,5,-25,27157,62
27157,5,-25,28159,62
28159,5,-25,28662,62
28662,6,-100,29165,62
29165,4,0,29668,62
29668,6,-100,30172,62
30172,6,-100,31177,62
31177,5,-25,31681,62
31681,3,-25,31686,62
31686,6,-100,32191,62
32191,4,0,32196,62
32196,4,0,32201,62
32201,6,-100,32707,62
32707,5,-25,32713,62
32713,3,-25,32718,62
32718,6,-100,32723,62
32723,6,-100,32729,62
32729,5,-25,32735,62
32735,6,-100,32740,62
32740,6,-100,32746,62
32746,4,0,32251,62
32251,5,-25,32256,62
32256,5,-25,31760,62
31760,6,-100,31265,62
31265,6,-100,31269,62
31269,3,-25,30273,62
30273,5,-25,29777,62
29777,4,0,29280,62
29280,4,0,28782,62
28782,3,-25,27784,62
27784,4,0,26785,62
26785,4,0,26286,62
26286,3,-25,25286,62
25286,3,-25,24286,62
24286,3,-25,23285,62
23285,4,0,22783,62
22783,2,-100,21781,62
21781,4,0,20778,62
20778,4,0,20275,62
20275,5,-25,19771,62
19771,5,-25,19267,62
19267,4,0,18762,62
18762,4,0,18258,62
18258,4,0,17752,62
17752,5,-25,17247,62
17247,4,0,16741,62
16741,3,-25,16235,62
16235,5,-25,16229,62
16229,4,0,15722,62
15722,4,0,15716,62
15716,3,-25,15209,62
15209,2,-100,15202,62
15202,2,-100,14695,62
14695,5,-25,15188,62
15188,5,-25,15181,62
15181,2,-100,15174,62
15174,4,0,15668,62
15668,3,-25,15661,62
15661,3,-25,16155,62
16155,4,0,16649,62
16649,4,0,17144,62
17144,4,0,17639,62
17639,4,0,18134,62
18134,5,-25,19130,62
19130,2,-100,19626,62
19626,5,-25,20623,62
20623,3,-25,21120,62
21120,4,0,21618,62
21618,4,0,22617,62
22617,5,-25,23616,62
23616,5,-25,24615,62
24615,4,0,25116,62
25116,3,-25,26116,62
26116,5,-25,26618,62
26618,6,-100,28120,62
28120,4,0,28623,62
28623,3,-25,29126,62
29126,3,-25,30129,62
30129,3,-25,30633,62
30633,5,-25,31138,62
31138,5,-25,32143,62
32143,4,0,32648,62
32648,6,-100,33654,62
33654,5,-25,34161,62
34161,4,0,34668,62
34668,4,0,35175,62
35175,3,-25,35182,62
35182,5,-25,35690,62
35690,5,-25,36198,62
36198,5,-25,36206,62
36206,3,-25,36213,62
36213,4,0,36221,62
36221,4,0,35729,62
35729,5,-25,35736,62
35736,5,-25,35744,62
35744,6,-100,35251,62
35251,6,-100,35258,62
35258,4,0,34765,62
34765,6,-100,34272,62
34272,4,0,33778,62
33778,6,-100,33284,62
33284,5,-25,32790,62
32790,3,-25,31795,62
31795,4,0,31299,62
31299,4,0,30303,62
30303,6,-100,29806,62
29806,3,-25,28809,62
28809,3,-25,27811,62
27811,6,-100,27312,62
27312,3,-25,26313,62
26313,4,0,25313,62
25313,5,-25,24813,62
24813,5,-25,23812,62
23812,5,-25,23311,62
23311,4,0,22309,62
22309,5,-25,21807,62
21807,4,0,20804,62
20804,4,0,19800,62
19800,4,0,19296,62
19296,4,0,18291,62
18291,2,-100,17285,62
17285,5,-25,16779,62
16779,2,-100,15773,62
15773,2,-100,14765,62
14765,3,-25,13758,62
13758,5,-25,13249,62
13249,2,-100,12741,62
12741,4,0,12232,62
12232,4,0,12223,62
12223,5,-25,11713,62
11713,3,-25,11704,62
11704,4,0,11695,62
11695,3,-25,11685,62
11685,3,-25,11676,62
11676,2,-100,11667,62
11667,2,-100,11657,62
11657,4,0,12148,62
12148,3,-25,12640,62
12640,3,-25,13131,62
13131,3,-25,13624,62
13624,4,0,14116,62
14116,2,-100,14609,62
14609,2,-100,15102,62
15102,4,0,16096,62
16096,4,0,17091,62
17091,2,-100,17586,62
17586,2,-100,18081,62
18081,3,-25,19077,62
19077,3,-25,19573,62
19573,3,-25,20570,62
20570,5,-25,21568,62
21568,4,0,22566,62
22566,4,0,23566,62
23566,3,-25,24065,62
24065,3,-25,25065,62
25065,6,-100,26066,62
26066,5,-25,27568,62
27568,5,-25,28571,62
28571,4,0,29574,62
29574,6,-100,30578,62
30578,4,0,31583,62
31583,5,-25,32588,62
32588,6,-100,34095,62
34095,5,-25,35102,62
35102,5,-25,36110,62
36110,4,0,36618,62
36618,4,0,37627,62
37627,6,-100,38637,62
38637,3,-25,39147,62
39147,6,-100,40157,62
40157,6,-100,40669,62
40669,6,-100,41680,62
41680,6,-100,42192,62
42192,3,-25,42204,62
42204,4,0,42217,62
42217,3,-25,41728,62
41728,3,-25,41240,62
41240,4,0,41251,62
41251,6,-100,40763,62
40763,3,-25,40273,62
40273,4,0,39784,62
39784,6,-100,39294,62
39294,5,-25,38303,62
38303,3,-25,37312,62
37312,5,-25,36820,62
36820,3,-25,35828,62
35828,4,0,34835,62
34835,5,-25,34341,62
34341,6,-100,33347,62
33347,3,-25,32352,62
32352,6,-100,31857,62
31857,6,-100,31361,62
31361,3,-25,30365,62
30365,5,-25,29368,62
29368,5,-25,28870,62
28870,4,0,27872,62
27872,6,-100,27373,62
27373,6,-100,26874,62
26874,3,-25,25375,62
25375,4,0,24875,62
24875,3,-25,23874,62
23874,3,-25,22872,62
22872,3,-25,21869,62
21869,2,-100,20366,62
20366,5,-25,19862,62
19862,5,-25,18858,62
18858,3,-25,17853,62
17853,5,-25,16847,62
16847,2,-100,15840,62
15840,5,-25,14833,62
14833,3,-25,13826,62
13826,2,-100,12817,62
12817,2,-100,11307,62
11307,4,0,10797,62
10797,3,-25,9786,62
9786,5,-25,9275,62
9275,2,-100,8263,62
8263,4,0,7251,62
7251,2,-100,6738,62
6738,5,-25,6725,62
6725,5,-25,6212,62
6212,3,-25,6198,62
6198,2,-100,5685,62
5685,2,-100,5671,62
5671,5,-25,6158,62
6158,3,-25,6645,62
6645,2,-100,6633,62
6633,2,-100,7120,62
7120,5,-25,8108,62
8108,3,-25,8597,62
8597,4,0,9586,62
9586,2,-100,10076,62
10076,4,0,11067,62
11067,4,0,12058,62
12058,3,-25,13049,62
13049,3,-25,13541,62
13541,3,-25,14534,62
14534,2,-100,15027,62
15027,3,-25,15520,62
15520,4,0,16514,62
16514,3,-25,17009,62
17009,3,-25,17504,62
17504,2,-100,25001,62
25001,2,-100,25001,62
25001,3,-25,25501,62
25501,3,-25,26002,62
26002,3,-25,26504,62
26504,3,-25,27506,62
27506,4,0,28008,62
28008,6,-100,29011,62
29011,6,-100,30015,62
30015,4,0,31019,62
31019,6,-100,32024,62
32024,6,-100,33030,62
33030,3,-25,34036,62
34036,6,-100,35043,62
35043,3,-25,35551,62
35551,5,-25,37060,62
37060,4,0,37569,62
37569,4,0,38578,62
38578,6,-100,40089,62
40089,4,0,41100,62
41100,4,0,41612,62
41612,3,-25,42625,62
42625,4,0,43138,62
43138,4,0,43651,62
43651,4,0,44165,62
44165,3,-25,44679,62
44679,4,0,44693,62
44693,4,0,45207,62
45207,5,-25,45221,62
45221,4,0,45235,62
45235,6,-100,45249,62
45249,3,-25,44263,62
44263,5,-25,44277,62
44277,3,-25,43289,62
43289,6,-100,42802,62
42802,6,-100,42314,62
42314,4,0,41326,62
41326,3,-25,40336,62
40336,4,0,39347,62
39347,5,-25,38856,62
38856,6,-100,37865,62
37865,4,0,37374,62
37374,4,0,36382,62
36382,5,-25,35389,62
35389,3,-25,34896,62
34896,3,-25,33902,62
33902,3,-25,32907,62
32907,3,-25,31912,62
31912,4,0,31417,62
31417,4,0,30920,62
30920,3,-25,29924,62
29924,5,-25,29427,62
29427,6,-100,29430,62
29430,3,-25,28933,62
28933,5,-25,28435,62
28435,6,-100,28437,62
28437,4,0,27939,62
27939,4,0,27440,62
27440,3,-25,26942,62
26942,4,0,26443,62
26443,4,0,25943,62
25943,5,-25,25944,62
25944,5,-25,25444,62
25444,4,0,25444,62
25444,3,-25,24944,62
24944,4,0,24443,62
24443,5,-25,23942,62
23942,2,-100,23441,62
23441,4,0,22939,62
22939,2,-100,22437,62
22437,3,-25,21435,62
21435,2,-100,20932,62
20932,2,-100,19928,62
19928,4,0,19424,62
19424,3,-25,18920,62
18920,2,-100,17915,62
17915,2,-100,16909,62
16909,3,-25,15902,62
15902,2,-100,14895,62
14895,5,-25,14388,62
14388,2,-100,13379,62
25343,5,-25,25194,63
25194,4,0,25194,63
25194,1,-225,25195,63
25195,5,-25,25195,63
25195,7,-225,25695,63
25695,4,0,25696,63
25696,2,-100,25697,63
25697,5,-25,25697,63
25697,6,-100,26198,63
26198,6,-100,26700,63
26700,7,-225,27201,63
27201,1,-225,26702,63
26702,3,-25,26704,63
26704,3,-25,26705,63
26705,4,0,26706,63
26706,5,-25,26707,63
26707,2,-100,26208,63
26208,7,-225,26709,63
26709,6,-100,26711,63
26711,6,-100,27212,63
27212,6,-100,27214,63
27214,2,-100,27215,63
27215,7,-225,27217,63
27217,5,-25,27218,63
27218,1,-225,26720,63
26720,7,-225,26721,63
26721,1,-225,26222,63
26222,7,-225,26723,63
26723,1,-225,26224,63
26224,1,-225,25724,63
25724,7,-225,25725,63
25725,3,-25,25225,63
25225,7,-225,25225,63
25225,7,-225,25726,63
25726,7,-225,25726,63
25726,5,-25,25726,63
25726,1,-225,24726,63
24726,1,-225,24226,63
24226,7,-225,24726,63
24726,1,-225,24225,63
24225,4,0,23724,63
23724,7,-225,23723,63
23723,2,-100,23222,63
23222,3,-25,23221,63
23221,2,-100,22719,63
22719,3,-25,22217,63
22217,1,-225,21715,63
21715,2,-100,21212,63
21212,2,-100,21210,63
21210,5,-25,21207,63
21207,2,-100,20704,63
20704,1,-225,20201,63
20201,4,0,20698,63
20698,5,-25,20695,63
20695,2,-100,20692,63
20692,5,-25,20689,63
20689,3,-25,20686,63
20686,3,-25,20683,63
20683,5,-25,21180,63
21180,3,-25,21178,63
21178,6,-100,22176,63
22176,1,-225,22173,63
22173,2,-100,22171,63
22171,6,-100,22670,63
22670,5,-25,23168,63
23168,5,-25,23668,63
23668,5,-25,24167,63
24167,7,-225,24667,63
24667,1,-225,25167,63
25167,4,0,25167,63
25167,5,-25,25668,63
25668,6,-100,26669,63
26669,3,-25,26671,63
26671,6,-100,27672,63
27672,2,-100,27674,63
27674,1,-225,27676,63
27676,1,-225,27678,63
27678,3,-25,27680,63
27680,5,-25,28182,63
28182,6,-100,28684,63
28684,4,0,28687,63
28687,7,-225,29190,63
29190,4,0,29693,63
29693,6,-100,29697,63
29697,5,-25,30201,63
30201,2,-100,29704,63
29704,4,0,29708,63
29708,1,-225,29711,63
29711,4,0,29714,63
29714,6,-100,29717,63
29717,3,-25,29221,63
29221,3,-25,29224,63
29224,7,-225,29227,63
29227,5,-25,29229,63
29229,7,-225,29232,63
29232,2,-100,28735,63
28735,5,-25,28237,63
28237,5,-25,28240,63
28240,1,-225,27742,63
27742,5,-25,27243,63
27243,1,-225,26744,63
26744,2,-100,25745,63
25745,6,-100,25746,63
25746,6,-100,25746,63
25746,4,0,25247,63
25247,4,0,24746,63
24746,4,0,24246,63
24246,5,-25,24246,63
24246,7,-225,24245,63
24245,1,-225,23244,63
23244,6,-100,23243,63
23243,7,-225,23241,63
23241,5,-25,22740,63
22740,3,-25,22238,63
22238,4,0,22236,63
22236,2,-100,21234,63
21234,7,-225,21231,63
21231,3,-25,21228,63
21228,3,-25,20725,63
20725,6,-100,20722,63
20722,6,-100,20719,63
20719,3,-25,20716,63
20716,5,-25,20713,63
20713,7,-225,20710,63
20710,5,-25,20707,63
20707,1,-225,20704,63
20704,2,-100,20201,63
20201,2,-100,20197,63
20197,2,-100,19694,63
19694,4,0,19690,63
19690,6,-100,20187,63
20187,5,-25,20684,63
20684,6,-100,21181,63
21181,6,-100,21679,63
21679,2,-100,21677,63
21677,4,0,22175,63
22175,7,-225,22673,63
22673,7,-225,23172,63
23172,3,-25,23671,63
23671,1,-225,23670,63
23670,6,-100,24169,63
24169,6,-100,24669,63
24669,7,-225,25669,63
25669,1,-225,25670,63
25670,5,-25,26171,63
26171,6,-100,26672,63
26672,3,-25,27173,63
27173,3,-25,27175,63
27175,6,-100,27677,63
27677,2,-100,27679,63
27679,3,-25,27681,63
27681,6,-100,28183,63
28183,1,-225,28186,63
28186,6,-100,28689,63
28689,5,-25,29192,63
29192,6,-100,29695,63
29695,4,0,29698,63
29698,4,0,29702,63
29702,7,-225,30205,63
30205,7,-225,30209,63
30209,6,-100,30713,63
30713,6,-100,30717,63
30717,1,-225,30721,63
30721,2,-100,30225,63
30225,6,-100,30228,63
30228,6,-100,30232,63
30232,3,-25,29735,63
29735,3,-25,29239,63
29239,4,0,28741,63
28741,4,0,28744,63
28744,5,-25,28246,63
28246,6,-100,28248,63
28248,5,-25,27750,63
27750,3,-25,27252,63
27252,1,-225,26753,63
26753,6,-100,26254,63
26254,3,-25,25755,63
25755,4,0,25255,63
25255,4,0,24754,63
24754,2,-100,23754,63
23754,1,-225,23252,63
23252,2,-100,22250,63
22250,3,-25,21748,63
21748,3,-25,21245,63
21245,7,-225,20742,63
20742,1,-225,20239,63
20239,3,-25,19735,63
19735,7,-225,19732,63
19732,1,-225,19227,63
19227,2,-100,18723,63
18723,7,-225,18719,63
18719,3,-25,18214,63
18214,7,-225,18709,63
18709,6,-100,18705,63
18705,6,-100,19201,63
19201,7,-225,19697,63
19697,2,-100,19193,63
19193,7,-225,19689,63
19689,1,-225,19686,63
19686,4,0,19682,63
19682,7,-225,20179,63
20179,4,0,20676,63
20676,7,-225,21173,63
21173,4,0,21671,63
21671,3,-25,21668,63
21668,6,-100,22167,63
22167,2,-100,22665,63
22665,7,-225,23164,63
23164,1,-225,23162,63
23162,1,-225,23661,63
23661,7,-225,24161,63
24161,4,0,24661,63
24661,6,-100,25161,63
25161,4,0,25662,63
25662,2,-100,26162,63
26162,7,-225,26664,63
26664,6,-100,27665,63
27665,6,-100,28168,63
28168,1,-225,28170,63
28170,1,-225,28172,63
28172,1,-225,28175,63
28175,2,-100,28177,63
28177,6,-100,28680,63
28680,7,-225,29683,63
29683,1,-225,29186,63
29186,2,-100,29189,63
29189,1,-225,29192,63
29192,3,-25,29195,63
29195,7,-225,29699,63
29699,5,-25,29702,63
29702,2,-100,29705,63
29705,7,-225,29709,63
29709,3,-25,29712,63
29712,4,0,29715,63
29715,6,-100,29719,63
29719,1,-225,29222,63
29222,6,-100,29225,63
29225,7,-225,29728,63
29728,6,-100,29731,63
29731,2,-100,29234,63
29234,7,-225,29237,63
29237,2,-100,28239,63
28239,7,-225,28242,63
28242,3,-25,27744,63
27744,2,-100,27245,63
27245,4,0,26746,63
26746,6,-100,26747,63
26747,6,-100,26248,63
26248,3,-25,25749,63
25749,6,-100,25750,63
25750,1,-225,24750,63
24750,4,0,24249,63
24249,4,0,24248,63
24248,2,-100,23247,63
23247,6,-100,23246,63
23246,4,0,22744,63
22744,6,-100,22743,63
22743,1,-225,21741,63
21741,2,-100,21238,63
21238,6,-100,21235,63
21235,1,-225,20732,63
20732,6,-100,20729,63
20729,3,-25,20226,63
20226,4,0,19722,63
19722,5,-25,19719,63
19719,4,0,19715,63
19715,1,-225,19211,63
19211,1,-225,19207,63
19207,2,-100,18702,63
18702,2,-100,18198,63
18198,7,-225,18693,63
18693,5,-25,19189,63
19189,2,-100,18685,63
18685,3,-25,18681,63
18681,6,-100,19677,63
19677,4,0,19673,63
19673,4,0,20170,63
20170,6,-100,20667,63
20667,5,-25,21164,63
21164,2,-100,21162,63
21162,7,-225,22160,63
22160,4,0,22658,63
22658,1,-225,22657,63
22657,2,-100,23155,63
23155,3,-25,23154,63
23154,3,-25,23653,63
23653,6,-100,24653,63
24653,7,-225,25153,63
25153,3,-25,25654,63
25654,1,-225,25655,63
25655,2,-100,26155,63
26155,7,-225,26657,63
26657,7,-225,27659,63
27659,4,0,28161,63
28161,6,-100,28664,63
28664,4,0,29167,63
29167,1,-225,29170,63
29170,7,-225,30174,63
30174,3,-25,30177,63
30177,6,-100,30682,63
30682,4,0,31186,63
31186,7,-225,31691,63
31691,7,-225,32196,63
32196,6,-100,32701,63
32701,3,-25,32206,63
32206,5,-25,32712,63
32712,2,-100,32217,63
32217,6,-100,32222,63
32222,1,-225,31727,63
31727,5,-25,31732,63
31732,4,0,31736,63
31736,5,-25,31241,63
31241,5,-25,31245,63
31245,2,-100,30249,63
30249,7,-225,30252,63
30252,3,-25,29756,63
29756,5,-25,29259,63
29259,3,-25,28761,63
28761,5,-25,28264,63
28264,7,-225,27766,63
27766,2,-100,27267,63
27267,6,-100,26768,63
26768,5,-25,26269,63
26269,1,-225,25269,63
25269,4,0,24769,63
24769,5,-25,24269,63
24269,7,-225,23768,63
23768,7,-225,23767,63
23767,7,-225,23266,63
23266,7,-225,23264,63
23264,3,-25,22262,63
22262,6,-100,22260,63
22260,3,-25,21258,63
21258,1,-225,20254,63
20254,7,-225,20251,63
20251,5,-25,19748,63
19748,4,0,19744,63
19744,2,-100,18739,63
18739,1,-225,18235,63
18235,2,-100,17729,63
17729,7,-225,17724,63
17724,1,-225,17219,63
17219,3,-25,16713,63
16713,4,0,16707,63
16707,6,-100,16701,63
16701,1,-225,16695,63
16695,6,-100,17190,63
17190,3,-25,17184,63
17184,7,-225,17679,63
17679,4,0,17674,63
17674,2,-100,17669,63
17669,3,-25,18164,63
18164,4,0,18660,63
18660,6,-100,19156,63
19156,2,-100,19652,63
19652,5,-25,20148,63
20148,2,-100,20145,63
20145,3,-25,20642,63
20642,5,-25,21640,63
21640,7,-225,22638,63
22638,3,-25,23137,63
23137,7,-225,24136,63
24136,5,-25,24636,63
24636,3,-25,25136,63
25136,1,-225,25637,63
25637,4,0,26138,63
26138,5,-25,27139,63
27139,1,-225,27141,63
27141,5,-25,28143,63
28143,5,-25,29146,63
29146,2,-100,29149,63
29149,1,-225,29652,63
29652,3,-25,29656,63
29656,5,-25,30660,63
30660,2,-100,30664,63
30664,6,-100,31168,63
31168,4,0,31673,63
31673,4,0,32178,63
32178,5,-25,32683,63
32683,4,0,32689,63
32689,3,-25,32694,63
32694,7,-225,33200,63
33200,1,-225,32706,63
32706,2,-100,32711,63
32711,3,-25,32216,63
32216,2,-100,31721,63
31721,2,-100,31226,63
31226,4,0,31230,63
31230,7,-225,31235,63
31235,3,-25,30739,63
30739,1,-225,30243,63
30243,6,-100,30246,63
30246,1,-225,29249,63
29249,6,-100,29252,63
29252,1,-225,28255,63
28255,2,-100,27756,63
27756,5,-25,27258,63
27258,1,-225,26259,63
26259,6,-100,26260,63
26260,7,-225,25761,63
25761,2,-100,25261,63
25261,2,-100,24260,63
24260,3,-25,23759,63
23759,7,-225,23258,63
23258,3,-25,22756,63
22756,7,-225,22254,63
22254,6,-100,22252,63
22252,4,0,21750,63
21750,6,-100,21748,63
21748,6,-100,21245,63
21245,7,-225,21243,63
21243,6,-100,21240,63
21240,5,-25,21237,63
21237,5,-25,20734,63
20734,5,-25,20731,63
20731,1,-225,20228,63
20228,3,-25,19724,63
19724,3,-25,19220,63
19220,6,-100,19716,63
19716,2,-100,19212,63
19212,5,-25,19208,63
19208,7,-225,19204,63
19204,2,-100,19200,63
19200,3,-25,19196,63
19196,1,-225,18691,63
18691,6,-100,19187,63
19187,5,-25,19684,63
19684,4,0,19680,63
19680,5,-25,20177,63
20177,3,-25,20173,63
20173,3,-25,20670,63
20670,6,-100,21168,63
21168,1,-225,21165,63
21165,5,-25,21663,63
21663,5,-25,22161,63
22161,5,-25,23160,63
23160,5,-25,23659,63
23659,6,-100,24158,63
24158,4,0,24658,63
24658,1,-225,25158,63
25158,6,-100,25659,63
25659,2,-100,26160,63
26160,3,-25,26161,63
26161,5,-25,26662,63
26662,4,0,27164,63
27164,6,-100,28166,63
28166,6,-100,28669,63
28669,7,-225,29672,63
29672,7,-225,30175,63
30175,1,-225,30179,63
30179,4,0,30183,63
30183,6,-100,30687,63
30687,5,-25,31192,63
31192,5,-25,31696,63
31696,2,-100,31201,63
31201,2,-100,31205,63
31205,6,-100,31210,63
31210,5,-25,31714,63
31714,6,-100,31719,63
31719,7,-225,31724,63
31724,5,-25,31729,63
31729,4,0,31733,63
31733,4,0,31238,63
31238,6,-100,31242,63
31242,4,0,30746,63
30746,2,-100,30250,63
30250,2,-100,29253,63
29253,6,-100,29256,63
29256,2,-100,28258,63
28258,7,-225,28261,63
28261,7,-225,27763,63
27763,3,-25,27264,63
27264,3,-25,26265,63
26265,2,-100,25766,63
25766,1,-225,24765,63
24765,2,-100,23765,63
23765,7,-225,23263,63
23263,2,-100,22762,63
22762,3,-25,21759,63
21759,4,0,21257,63
21257,7,-225,21254,63
21254,3,-25,20251,63
20251,3,-25,19747,63
19747,7,-225,19744,63
19744,3,-25,19239,63
19239,3,-25,18735,63
18735,4,0,18230,63
18230,6,-100,18226,63
18226,3,-25,17721,63
17721,2,-100,17715,63
17715,2,-100,17210,63
17210,1,-225,16704,63
16704,6,-100,17198,63
17198,5,-25,17193,63
17193,1,-225,17187,63
17187,5,-25,17182,63
17182,3,-25,17677,63
17677,4,0,17672,63
17672,3,-25,18167,63
18167,3,-25,18162,63
25343,6,-100,25215,64
25215,4,0,25215,64
25215,6,-100,25215,64
25215,6,-100,25216,64
25216,7,-225,25716,64
25716,5,-25,25717,64
25717,1,-225,25217,64
25217,3,-25,25217,64
25217,3,-25,24717,64
24717,3,-25,24216,64
24216,5,-25,24216,64
24216,7,-225,24716,64
24716,1,-225,24215,64
24215,6,-100,24215,64
24215,2,-100,24214,64
24214,7,-225,24214,64
24214,2,-100,23713,64
23713,5,-25,23712,64
23712,7,-225,24211,64
24211,3,-25,23711,64
23711,3,-25,23710,64
23710,1,-225,23208,64
23208,7,-225,23707,64
23707,3,-25,23206,64
23206,5,-25,23705,64
23705,6,-100,23705,64
23705,7,-225,24204,64
24204,6,-100,24204,64
24204,5,-25,24703,64
24703,3,-25,24703,64
24703,6,-100,24703,64
24703,7,-225,25203,64
25203,3,-25,25203,64
25203,7,-225,25203,64
25203,3,-25,25204,64
25204,5,-25,25204,64
25204,1,-225,25204,64
25204,5,-25,25204,64
25204,6,-100,25705,64
25705,6,-100,25705,64
25705,6,-100,26206,64
26206,7,-225,26707,64
26707,5,-25,26708,64
26708,1,-225,26209,64
26209,2,-100,25710,64
25710,3,-25,25710,64
25710,1,-225,25211,64
25211,7,-225,25711,64
25711,5,-25,25711,64
25711,4,0,25712,64
25712,5,-25,25712,64
25712,3,-25,25213,64
25213,4,0,25213,64
25213,6,-100,25713,64
25713,5,-25,25714,64
25714,6,-100,25715,64
25715,5,-25,25715,64
25715,7,-225,26216,64
26216,3,-25,25717,64
25717,4,0,25717,64
25717,2,-100,25217,64
25217,7,-225,25218,64
25218,4,0,25218,64
25218,7,-225,25718,64
25718,4,0,25219,64
25219,5,-25,25219,64
25219,5,-25,25219,64
25219,1,-225,24719,64
24719,5,-25,24719,64
24719,2,-100,24219,64
24219,4,0,24218,64
24218,5,-25,24218,64
24218,3,-25,24217,64
24217,7,-225,24216,64
24216,6,-100,24216,64
24216,6,-100,24716,64
24716,5,-25,24715,64
24715,1,-225,24215,64
24215,6,-100,24215,64
24215,6,-100,24714,64
24714,7,-225,24714,64
24714,6,-100,25214,64
25214,6,-100,25214,64
25214,5,-25,25215,64
25215,7,-225,25715,64
25715,1,-225,25215,64
25215,1,-225,24715,64
24715,5,-25,24715,64
24715,4,0,24714,64
24714,5,-25,24714,64
24714,7,-225,24714,64
24714,1,-225,24214,64
24214,4,0,24213,64
24213,2,-100,23713,64
23713,2,-100,23712,64
23712,2,-100,23210,64
23210,5,-25,23209,64
23209,2,-100,22708,64
22708,1,-225,22706,64
22706,2,-100,22204,64
22204,5,-25,22202,64
22202,2,-100,22200,64
22200,1,-225,21698,64
21698,1,-225,21696,64
21696,6,-100,22194,64
22194,5,-25,22192,64
22192,1,-225,22190,64
22190,6,-100,22688,64
22688,2,-100,22686,64
22686,5,-25,22685,64
22685,1,-225,22683,64
22683,1,-225,22682,64
22682,4,0,22680,64
22680,2,-100,22679,64
22679,1,-225,22677,64
22677,4,0,23176,64
23176,3,-25,23175,64
23175,4,0,23674,64
23674,2,-100,23673,64
23673,2,-100,23672,64
23672,6,-100,24171,64
24171,5,-25,24671,64
24671,7,-225,25171,64
25171,4,0,25672,64
25672,6,-100,26173,64
26173,2,-100,26174,64
26174,5,-25,26675,64
26675,4,0,27177,64
27177,5,-25,27679,64
27679,2,-100,27681,64
27681,6,-100,28183,64
28183,3,-25,28185,64
28185,2,-100,28187,64
28187,4,0,28190,64
28190,2,-100,28192,64
28192,2,-100,28194,64
28194,1,-225,27696,64
27696,5,-25,28198,64
28198,3,-25,27701,64
27701,7,-225,28203,64
28203,1,-225,28205,64
28205,6,-100,28207,64
28207,3,-25,28210,64
28210,4,0,28212,64
28212,5,-25,28214,64
28214,3,-25,27716,64
27716,6,-100,28219,64
28219,5,-25,28221,64
28221,5,-25,28223,64
28223,6,-100,28225,64
28225,6,-100,28228,64
28228,3,-25,27730,64
27730,6,-100,28232,64
28232,3,-25,27734,64
27734,1,-225,26735,64
26735,3,-25,26236,64
26236,1,-225,25737,64
25737,2,-100,25237,64
25237,7,-225,25237,64
25237,3,-25,24737,64
24737,6,-100,24737,64
24737,1,-225,24236,64
24236,4,0,23735,64
23735,1,-225,23234,64
23234,6,-100,23232,64
23232,1,-225,22731,64
22731,2,-100,21728,64
21728,1,-225,21226,64
21226,1,-225,20723,64
20723,1,-225,20220,64
20220,1,-225,19716,64
19716,6,-100,20212,64
20212,7,-225,20209,64
20209,2,-100,19706,64
19706,3,-25,19702,64
19702,2,-100,19198,64
19198,3,-25,19194,64
19194,5,-25,19690,64
19690,6,-100,20187,64
20187,7,-225,20684,64
20684,5,-25,21181,64
21181,6,-100,21679,64
21679,6,-100,22177,64
22177,4,0,22175,64
22175,4,0,22673,64
22673,5,-25,23172,64
23172,1,-225,23171,64
23171,4,0,23670,64
23670,7,-225,24169,64
24169,7,-225,24669,64
24669,2,-100,25169,64
25169,5,-25,25670,64
25670,4,0,25670,64
25670,5,-25,26171,64
26171,3,-25,26673,64
26673,5,-25,27174,64
27174,4,0,27176,64
27176,3,-25,27678,64
27678,1,-225,27679,64
27679,5,-25,27682,64
27682,3,-25,28184,64
28184,1,-225,27686,64
27686,5,-25,28188,64
28188,4,0,28691,64
28691,4,0,28693,64
28693,3,-25,28696,64
28696,4,0,28698,64
28698,5,-25,28701,64
28701,2,-100,28704,64
28704,5,-25,28707,64
28707,4,0,28709,64
28709,1,-225,28212,64
28212,4,0,28214,64
28214,6,-100,28717,64
28717,3,-25,28219,64
28219,6,-100,28221,64
28221,2,-100,28224,64
28224,6,-100,28226,64
28226,4,0,27728,64
27728,5,-25,27730,64
27730,1,-225,27231,64
27231,3,-25,26733,64
26733,4,0,26734,64
26734,7,-225,26735,64
26735,2,-100,25735,64
25735,3,-25,25236,64
25236,2,-100,24736,64
24736,4,0,24235,64
24235,6,-100,24235,64
24235,6,-100,24234,64
24234,3,-25,23734,64
23734,7,-225,24233,64
24233,6,-100,24232,64
24232,7,-225,24232,64
24232,5,-25,23731,64
23731,2,-100,23230,64
23230,6,-100,23229,64
23229,3,-25,22727,64
22727,2,-100,22225,64
22225,2,-100,21723,64
21723,7,-225,22221,64
22221,6,-100,22219,64
22219,7,-225,22217,64
22217,1,-225,21715,64
21715,3,-25,21713,64
21713,5,-25,21710,64
21710,6,-100,21708,64
