s,a,r,sp,episode_index
291002,3,0,290402,10
290402,3,0,290302,10
290302,9,0,290302,10
290302,2,5,290303,10
290303,7,0,290303,10
290303,9,0,290303,10
290303,6,0,290303,10
290303,7,0,290303,10
290303,4,0,290403,10
290403,1,0,290402,10
290402,6,0,290402,10
290402,8,0,290402,10
290402,4,0,291002,10
291002,6,0,291002,10
291002,5,0,291002,10
291002,9,0,291002,10
291002,6,0,291002,10
291002,6,0,291002,10
291002,3,0,290402,10
290402,1,0,290403,10
290403,7,0,290403,10
290403,6,0,290403,10
290403,7,0,290403,10
290403,9,0,290403,10
290403,7,0,290403,10
290403,6,0,290403,10
290403,7,0,290403,10
290403,7,0,290403,10
290403,8,0,290403,10
290403,9,0,290403,10
290403,6,0,290403,10
290403,1,0,290404,10
290404,8,0,290404,10
290404,7,0,290404,10
290404,9,0,290404,10
290404,1,0,290410,10
290410,7,0,290410,10
290410,2,-5,291010,10
291010,2,0,291004,10
291004,8,0,291004,10
291004,9,0,291004,10
291004,4,0,291104,10
291104,3,0,291004,10
291004,3,0,290404,10
290404,5,0,290404,10
290404,1,0,290410,10
290410,3,0,290310,10
290310,6,0,290310,10
290310,6,0,290310,10
290310,2,0,290311,10
290311,8,0,290311,10
290311,4,0,290310,10
290310,3,0,290210,10
290210,1,0,290204,10
290204,6,0,290204,10
290204,1,0,290210,10
290210,7,0,290210,10
290210,3,0,290310,10
290310,6,0,290310,10
290310,3,0,290210,10
290210,5,0,290210,10
290210,7,0,290210,10
290210,3,0,290110,10
290110,1,0,290210,10
290210,5,0,290210,10
290210,7,0,290210,10
290210,1,0,290110,10
290110,4,0,290210,10
290210,2,0,290204,10
290204,5,0,290204,10
290204,7,0,290204,10
290204,8,0,290204,10
290204,7,0,290204,10
290204,2,0,290203,10
290203,9,0,290203,10
290203,6,0,290203,10
290203,2,5,290303,10
290303,4,0,290302,10
290302,6,0,290302,10
290302,8,0,290302,10
290302,6,0,290302,10
290302,4,5,290303,10
290303,8,0,290303,10
290303,4,0,290403,10
290403,9,0,290403,10
290403,1,0,290404,10
290404,5,0,290404,10
290404,3,0,291004,10
291004,7,0,291004,10
291004,8,0,291004,10
291004,9,0,291004,10
291004,5,0,291004,10
291004,7,0,291004,10
291004,4,0,291104,10
291104,8,0,291104,10
291104,5,0,291104,10
291104,4,0,291204,10
291204,9,0,291204,10
291204,5,0,291204,10
291204,6,0,291204,10
291204,9,0,291204,10
291204,4,0,291304,10
291304,5,0,291304,10
291304,7,0,291304,10
291304,9,0,291304,10
291304,7,0,291304,10
291304,5,0,291304,10
291304,2,0,291303,10
291303,3,0,291403,10
291403,5,0,291403,10
291403,5,0,291403,10
291403,7,0,291403,10
291403,1,0,291404,10
291404,4,0,291403,10
291403,1,0,291404,10
291404,8,0,291404,10
291404,1,0,291410,10
291410,9,0,291410,10
291410,2,0,291404,10
291404,4,0,292004,10
292004,4,0,292004,10
292004,1,0,291404,10
291404,3,0,291410,10
291410,1,0,292010,10
292010,3,0,291410,10
291410,5,0,291410,10
291410,9,0,291410,10
291410,7,0,291410,10
291410,2,0,291411,10
291411,4,0,292011,10
292011,3,0,291411,10
291411,6,0,291411,10
291411,8,0,291411,10
291411,3,0,291311,10
291311,4,0,291411,10
291411,6,0,291411,10
291411,8,0,291411,10
291411,7,0,291411,10
291411,4,0,291311,10
291311,4,0,291411,10
291411,5,0,291411,10
291411,8,0,291411,10
291411,8,0,291411,10
291411,1,0,291311,10
291311,5,0,291311,10
291311,9,0,291311,10
291311,9,0,291311,10
291311,8,0,291311,10
291311,3,0,291211,10
291211,6,0,291211,10
291211,7,0,291211,10
291211,1,10,291212,10
291212,4,0,291312,10
291312,1,0,291412,10
291412,8,0,291412,10
291412,4,0,292012,10
292012,9,0,292012,10
292012,4,0,292012,10
292012,4,0,292012,10
292012,6,0,292012,10
292012,8,0,292012,10
292012,7,0,292012,10
292012,1,0,292013,10
292013,8,0,292013,10
292013,5,0,292013,10
292013,1,0,292012,10
292012,5,0,292012,10
292012,3,0,291412,10
291412,3,0,291312,10
291312,2,0,291311,10
291311,4,0,291411,10
291411,9,0,291411,10
291411,9,0,291411,10
291411,9,0,291411,10
291411,1,0,291412,10
291412,8,0,291412,10
291412,5,0,291412,10
291412,6,0,291412,10
291412,6,0,291412,10
291412,9,0,291412,10
291412,4,0,292012,10
292012,2,0,292011,10
292011,1,0,291411,10
291411,9,0,291411,10
291411,9,0,291411,10
291411,1,0,292011,10
292011,6,0,292011,10
292011,1,0,292012,10
292012,6,0,292012,10
292012,9,0,292012,10
292012,2,0,292011,10
292011,2,0,292010,10
292010,5,0,292010,10
292010,8,0,292010,10
292010,3,0,292011,10
292011,3,0,291411,10
291411,8,0,291411,10
291411,3,0,291311,10
291311,7,0,291311,10
291311,9,0,291311,10
291311,2,0,291310,10
291310,5,0,291310,10
291310,2,0,291304,10
291304,3,0,291204,10
291204,6,0,291204,10
291204,7,0,291204,10
291204,9,0,291204,10
291204,9,0,291204,10
291204,4,0,291203,10
291203,7,0,291203,10
291203,2,0,291202,10
291202,6,0,291202,10
291202,1,0,291203,10
291203,7,0,291203,10
291203,3,0,291103,10
291103,9,0,291103,10
291103,3,0,291104,10
291104,4,0,291110,10
291110,3,-5,291010,10
291010,7,0,291010,10
291010,4,0,291110,10
291110,5,0,291110,10
291110,4,0,291210,10
291210,6,0,291210,10
291210,6,0,291210,10
291210,9,0,291210,10
291210,3,0,291110,10
291110,2,0,291104,10
291104,1,0,291110,10
291110,6,0,291110,10
291110,8,0,291110,10
291110,1,0,291111,10
291111,2,0,291211,10
291211,7,0,291211,10
291211,7,0,291211,10
291211,7,0,291211,10
291211,7,0,291211,10
291211,8,0,291211,10
291211,5,0,291211,10
291211,5,0,291211,10
291211,2,0,291111,10
291111,6,0,291111,10
291111,3,0,291011,10
291011,8,0,291011,10
291011,1,0,291012,10
291012,1,0,291011,10
291011,6,0,291011,10
291011,1,0,290411,10
290411,9,0,290411,10
290411,6,0,290411,10
290411,4,0,291011,10
291011,5,0,291011,10
291011,1,0,291111,10
291111,4,0,291211,10
291211,5,0,291211,10
291211,8,0,291211,10
291211,8,0,291211,10
291211,7,0,291211,10
291211,3,0,291111,10
291111,5,0,291111,10
291111,9,0,291111,10
291111,7,0,291111,10
291111,2,0,291110,10
291110,4,0,291210,10
291210,6,0,291210,10
291210,2,0,291204,10
291204,8,0,291204,10
291204,3,0,291104,10
291104,1,0,291110,10
291110,2,0,291104,10
291104,4,0,291204,10
291204,5,0,291204,10
291204,8,0,291204,10
291204,8,0,291204,10
291204,8,0,291204,10
291204,2,0,291203,10
291203,5,0,291203,10
291203,6,0,291203,10
291203,3,0,291103,10
291103,1,0,291203,10
291203,7,0,291203,10
291203,9,0,291203,10
291203,5,0,291203,10
291203,3,0,291103,10
291103,1,0,291104,10
291104,3,0,291004,10
291004,5,0,291004,10
291004,2,0,291003,10
291003,7,0,291003,10
291003,1,0,291002,10
291002,7,0,291002,10
291002,3,0,290402,10
290402,7,0,290402,10
290402,8,0,290402,10
290402,5,0,290402,10
290402,6,0,290402,10
290402,8,0,290402,10
290402,7,0,290402,10
290402,9,0,290402,10
290402,8,0,290402,10
290402,1,0,290403,10
290403,1,0,290402,10
290402,7,0,290402,10
290402,2,0,290401,10
290401,7,0,290401,10
290401,4,0,291001,10
291001,7,0,291001,10
291001,1,0,291101,10
291101,3,0,291001,10
291001,3,0,290401,10
290401,7,0,290401,10
290401,5,0,290401,10
290401,8,0,290401,10
290401,3,0,290301,10
290301,1,0,290201,10
290201,5,0,290201,10
290201,8,0,290201,10
290201,4,0,290301,10
290301,4,0,290401,10
290401,3,0,290301,10
290301,5,0,290301,10
290301,6,0,290301,10
290301,6,0,290301,10
290301,5,0,290301,10
290301,9,0,290301,10
290301,4,0,290401,10
290401,5,0,290401,10
290401,1,0,290301,10
290301,8,0,290301,10
290301,9,0,290301,10
290301,9,0,290301,10
290301,3,0,290201,10
290201,4,0,290301,10
290301,3,0,290302,10
290302,5,0,290302,10
290302,2,0,290301,10
290301,5,0,290301,10
290301,9,0,290301,10
290301,6,0,290301,10
290301,4,0,290201,10
290201,7,0,290201,10
290201,4,0,290301,10
290301,2,0,290301,10
290301,8,0,290301,10
290301,9,0,290301,10
290301,8,0,290301,10
290301,9,0,290301,10
290301,2,0,290301,10
290301,3,0,290201,10
290201,2,0,290201,10
290201,2,0,290201,10
290201,7,0,290201,10
290201,9,0,290201,10
290201,7,0,290201,10
290201,2,0,290201,10
290201,2,0,290201,10
290201,8,0,290201,10
290201,5,0,290201,10
290201,8,0,290201,10
290201,4,0,290101,10
290101,7,0,270210,10
270210,5,0,270210,10
270210,5,0,270210,10
270210,5,0,270210,10
270210,8,0,270210,10
270210,7,0,270210,10
270210,6,0,270210,10
270210,8,0,270210,10
270210,8,0,270210,10
270210,6,0,270210,10
270210,3,0,270110,10
270110,6,0,270110,10
270110,1,0,270111,10
270111,1,0,270112,10
270112,4,0,270113,10
270113,2,0,270112,10
270112,2,0,270111,10
270111,9,0,270111,10
270111,1,0,270110,10
270110,9,0,270110,10
270110,3,0,270110,10
270110,1,0,270210,10
270210,8,0,270210,10
270210,5,0,270210,10
270210,4,0,270310,10
270310,7,0,270310,10
270310,4,0,270410,10
270410,6,0,270410,10
270410,6,0,270410,10
270410,3,0,270310,10
270310,8,0,270310,10
270310,8,0,270310,10
270310,9,0,270310,10
270310,6,0,270310,10
270310,2,0,270304,10
270304,7,0,270304,10
270304,2,0,270310,10
270310,2,0,270304,10
270304,2,0,270303,10
270303,8,0,270303,10
270303,6,0,270303,10
270303,6,0,270303,10
270303,7,0,270303,10
270303,7,0,270303,10
270303,1,0,270304,10
270304,2,0,270204,10
270204,3,0,270104,10
270104,7,0,270104,10
270104,4,0,270204,10
270204,4,0,270304,10
290312,1,0,290313,11
290313,5,0,290313,11
290313,4,0,290413,11
290413,2,0,290313,11
290313,6,0,290313,11
290313,6,0,290313,11
290313,2,0,290312,11
290312,5,0,290312,11
290312,5,0,290312,11
290312,8,0,290312,11
290312,4,0,290412,11
290412,3,0,290312,11
290312,2,0,290311,11
290311,3,0,290211,11
290211,4,0,290311,11
290311,9,0,290311,11
290311,1,0,290312,11
290312,3,0,290212,11
290212,8,0,290212,11
290212,1,0,290213,11
290213,8,0,290213,11
290213,3,0,290113,11
290113,3,0,290113,11
290113,2,0,290112,11
290112,2,0,290111,11
290111,2,0,290110,11
290110,7,0,290110,11
290110,8,0,290110,11
290110,2,0,290111,11
290111,5,0,290111,11
290111,3,0,290111,11
290111,3,0,290111,11
290111,2,0,290110,11
290110,3,0,290110,11
290110,6,0,290110,11
290110,6,0,290110,11
290110,3,0,290110,11
290110,8,0,290110,11
290110,6,0,290110,11
290110,6,0,290110,11
290110,9,0,290110,11
290110,5,0,290110,11
290110,1,0,290111,11
290111,6,0,290111,11
290111,6,0,290111,11
290111,4,0,290211,11
290211,3,0,290111,11
290111,9,0,290111,11
290111,4,0,290211,11
290211,3,0,290111,11
290111,5,0,290111,11
290111,9,0,290111,11
290111,5,0,290111,11
290111,8,0,290111,11
290111,3,0,290111,11
290111,2,0,290110,11
290110,5,0,290110,11
290110,1,0,290111,11
290111,8,0,290111,11
290111,3,0,290111,11
290111,1,0,290211,11
290211,8,0,290211,11
290211,1,0,290111,11
290111,4,0,290211,11
290211,9,0,290211,11
290211,3,0,290111,11
290111,4,0,290211,11
290211,6,0,290211,11
290211,7,0,290211,11
290211,5,0,290211,11
290211,8,0,290211,11
290211,4,0,290210,11
290210,5,0,290210,11
290210,5,0,290210,11
290210,5,0,290210,11
290210,1,0,290211,11
290211,5,0,290211,11
290211,8,0,290211,11
290211,1,0,290212,11
290212,8,0,290212,11
290212,2,0,290211,11
290211,2,0,290210,11
290210,1,0,290211,11
290211,7,0,290211,11
290211,8,0,290211,11
290211,9,0,290211,11
290211,9,0,290211,11
290211,5,0,290211,11
290211,9,0,290211,11
290211,3,0,290111,11
290111,4,0,290211,11
290211,7,0,290211,11
290211,1,0,290311,11
290311,2,0,290310,11
290310,5,0,290310,11
290310,8,0,290310,11
290310,2,0,290304,11
290304,2,5,290303,11
290303,8,0,290303,11
290303,3,0,290203,11
290203,6,0,290203,11
290203,8,0,290203,11
290203,7,0,290203,11
290203,3,0,290103,11
290103,3,0,290103,11
290103,4,0,290203,11
290203,1,0,290204,11
290204,4,0,290203,11
290203,2,0,290202,11
290202,6,0,290202,11
290202,2,0,290203,11
290203,5,0,290203,11
290203,8,0,290203,11
290203,6,0,290203,11
290203,5,0,290203,11
290203,9,0,290203,11
290203,1,0,290204,11
290204,6,0,290204,11
290204,7,0,290204,11
290204,6,0,290204,11
290204,4,0,290304,11
290304,7,0,290304,11
290304,6,0,290304,11
290304,4,0,290204,11
290204,5,0,290204,11
290204,9,0,290204,11
290204,5,0,290204,11
290204,2,0,290203,11
290203,3,0,290103,11
290103,2,0,290102,11
290102,2,0,290101,11
290101,3,0,290101,11
290101,6,0,230113,11
230113,2,0,230213,11
230213,7,0,230213,11
230213,9,0,230213,11
230213,4,5,230313,11
230313,4,0,230213,11
230213,8,0,230213,11
230213,1,0,230214,11
230214,3,0,230314,11
230314,2,5,230313,11
230313,3,0,230213,11
230213,8,0,230213,11
230213,6,0,230213,11
230213,5,0,230213,11
230213,8,0,230213,11
230213,4,5,230313,11
230313,6,0,230313,11
230313,1,0,230314,11
230314,6,0,230314,11
230314,7,0,230314,11
230314,3,0,230214,11
230214,6,0,230214,11
230214,2,0,230213,11
230213,3,0,230113,11
230113,1,0,230112,11
230112,7,0,230112,11
230112,8,0,230112,11
230112,2,0,230212,11
230212,2,0,230211,11
230211,8,0,230211,11
230211,8,0,230211,11
230211,1,0,230111,11
230111,5,0,230111,11
230111,3,0,230111,11
230111,3,0,230111,11
230111,3,0,230111,11
230111,8,0,230111,11
230111,9,0,230111,11
230111,7,0,230111,11
230111,5,0,230111,11
230111,1,0,230112,11
230112,5,0,230112,11
230112,6,0,230112,11
230112,6,0,230112,11
230112,2,0,230111,11
230111,2,0,230112,11
230112,9,0,230112,11
230112,7,0,230112,11
230112,8,0,230112,11
230112,7,0,230112,11
230112,3,0,230112,11
230112,9,0,230112,11
230112,5,0,230112,11
230112,5,0,230112,11
230112,7,0,230112,11
230112,6,0,230112,11
230112,7,0,230112,11
230112,6,0,230112,11
230112,6,0,230112,11
230112,8,0,230112,11
230112,3,0,230112,11
230112,7,0,230112,11
230112,5,0,230112,11
230112,4,0,230212,11
230212,5,0,230212,11
230212,5,0,230212,11
230212,9,0,230212,11
230212,5,0,230212,11
230212,5,0,230212,11
230212,8,0,230212,11
230212,7,0,230212,11
230212,5,0,230212,11
230212,6,0,230212,11
230212,3,0,230312,11
230312,4,5,230313,11
230313,3,0,230213,11
230213,9,0,230213,11
230213,3,0,230113,11
230113,9,0,230113,11
230113,4,0,230213,11
230213,8,0,230213,11
230213,2,0,230212,11
230212,1,0,230213,11
230213,2,5,230313,11
230313,9,0,230313,11
230313,6,0,230313,11
230313,6,0,230313,11
230313,3,0,230213,11
230213,2,0,230113,11
230113,8,0,230113,11
230113,2,0,230112,11
230112,4,0,230111,11
230111,6,0,230111,11
230111,3,0,230111,11
230111,2,0,230110,11
230110,2,0,230104,11
230104,7,0,230104,11
230104,7,0,230104,11
230104,1,0,230103,11
230103,4,0,230203,11
230203,4,0,230303,11
230303,2,0,230302,11
230302,8,0,230302,11
230302,8,0,230302,11
230302,8,0,230302,11
230302,1,0,230303,11
230303,3,0,230203,11
230203,1,0,230202,11
230202,2,0,230201,11
230201,7,0,230201,11
230201,1,0,230101,11
230101,8,0,271420,11
271420,2,0,271414,11
271414,9,0,271414,11
271414,2,0,272014,11
272014,4,0,272014,11
272014,5,0,272014,11
272014,5,0,272014,11
272014,8,0,272014,11
272014,4,0,272014,11
272014,4,0,272014,11
272014,3,0,271414,11
271414,6,0,271414,11
271414,3,0,271314,11
271314,8,0,271314,11
271314,3,5,271214,11
271214,1,0,271220,11
271220,5,0,271220,11
271220,5,0,271220,11
271220,2,5,271214,11
271214,6,0,271214,11
271214,9,0,271214,11
271214,4,0,271314,11
271314,6,0,271314,11
271314,6,0,271314,11
271314,2,0,271313,11
271313,6,0,271313,11
271313,6,0,271313,11
271313,6,0,271313,11
271313,1,0,271312,11
271312,6,0,271312,11
271312,8,0,271312,11
271312,6,0,271312,11
271312,6,0,271312,11
271312,3,10,271212,11
271212,9,0,271212,11
271212,6,0,271212,11
271212,1,0,271213,11
271213,4,5,271214,11
271214,9,0,271214,11
271214,3,0,271114,11
271114,5,0,271114,11
271114,5,0,271114,11
271114,6,0,271114,11
271114,6,0,271114,11
271114,5,0,271114,11
271114,7,0,271114,11
271114,7,0,271114,11
271114,1,0,271120,11
271120,7,0,271120,11
271120,9,0,271120,11
271120,2,0,271114,11
271114,1,0,271120,11
271120,3,0,271020,11
271020,4,0,271014,11
271014,9,0,271014,11
271014,4,0,271114,11
271114,1,0,271120,11
271120,9,0,271120,11
271120,6,0,271120,11
271120,2,0,271114,11
271114,8,0,271114,11
271114,6,0,271114,11
271114,8,0,271114,11
271114,7,0,271114,11
271114,1,0,271120,11
271120,1,0,271120,11
271120,8,0,271120,11
271120,8,0,271120,11
271120,1,0,271120,11
271120,1,0,271120,11
271120,1,0,271120,11
271120,1,0,271120,11
271120,3,0,271020,11
271020,1,0,271020,11
271020,6,0,271020,11
271020,1,0,271020,11
271020,2,0,271014,11
271014,4,0,271114,11
271114,1,0,271120,11
271120,8,0,271120,11
271120,7,0,271120,11
271120,9,0,271120,11
271120,2,0,271114,11
271114,7,0,271114,11
271114,3,0,271014,11
271014,7,0,271014,11
271014,9,0,271014,11
271014,7,0,271014,11
271014,3,0,271013,11
271013,2,0,271113,11
271113,5,0,271113,11
271113,6,0,271113,11
271113,5,0,271113,11
271113,7,0,271113,11
271113,4,0,271213,11
271213,9,0,271213,11
271213,9,0,271213,11
271213,7,0,271213,11
271213,3,0,271113,11
271113,7,0,271113,11
271113,6,0,271113,11
271113,8,0,271113,11
271113,7,0,271113,11
271113,1,0,271213,11
271213,1,5,271214,11
271214,5,0,271214,11
271214,1,0,271220,11
271220,3,0,271120,11
271120,3,0,271020,11
271020,8,0,271020,11
271020,7,0,271020,11
271020,1,0,271020,11
271020,5,0,271020,11
271020,6,0,271020,11
271020,7,0,271020,11
271020,4,0,271120,11
271120,6,0,271120,11
271120,5,0,271120,11
271120,8,0,271120,11
271120,6,0,271120,11
271120,6,0,271120,11
271120,6,0,271120,11
271120,4,0,271220,11
271220,3,0,271120,11
271120,9,0,271120,11
271120,1,0,271120,11
271120,8,0,271120,11
271120,2,0,271114,11
271114,6,0,271114,11
271114,7,0,271114,11
271114,6,0,271114,11
271114,9,0,271114,11
271114,1,0,271014,11
271014,5,0,271014,11
271014,9,0,271014,11
271014,1,0,271020,11
271020,5,0,271020,11
271020,6,0,271020,11
271020,1,0,271020,11
271020,8,0,271020,11
271020,6,0,271020,11
271020,2,0,271014,11
271014,9,0,271014,11
271014,5,0,271014,11
271014,4,0,271114,11
271114,2,0,271113,11
271113,3,0,271114,11
271114,5,0,271114,11
271114,6,0,271114,11
271114,4,5,271214,11
271214,2,0,271213,11
271213,4,0,271313,11
271313,3,0,271213,11
271213,2,10,271212,11
271212,9,0,271212,11
271212,6,0,271212,11
271212,3,0,271112,11
271112,1,0,271111,11
271111,3,0,271011,11
271011,8,0,271011,11
271011,4,0,271111,11
271111,6,0,271111,11
271111,4,0,271211,11
271211,8,0,271211,11
271211,5,0,271211,11
271211,9,0,271211,11
271211,6,0,271211,11
271211,8,0,271211,11
271211,6,0,271211,11
271211,2,-5,271210,11
271210,7,0,271210,11
271210,6,0,271210,11
271210,8,0,271210,11
271210,2,0,271110,11
271110,2,0,271104,11
271104,8,0,271104,11
271104,8,0,271104,11
271104,7,0,271104,11
271104,8,0,271104,11
271104,9,0,271104,11
271104,6,0,271104,11
271104,3,0,271004,11
271004,1,0,271010,11
271010,4,0,271011,11
271011,3,0,270411,11
270411,1,0,270412,11
270412,6,0,270412,11
270412,3,0,270312,11
270312,8,0,270312,11
270312,2,0,270311,11
270311,8,0,270311,11
270311,2,0,270411,11
270411,6,0,270411,11
270411,6,0,270411,11
270411,5,0,270411,11
270411,4,0,271011,11
271011,7,0,271011,11
271011,5,0,271011,11
271011,5,0,271011,11
271011,8,0,271011,11
271011,1,0,271012,11
271012,1,0,271013,11
271013,4,0,271113,11
271113,3,0,271013,11
271013,5,0,271013,11
271013,3,0,270413,11
270413,1,0,270414,11
270414,3,0,270413,11
270413,5,0,270413,11
270413,1,0,270414,11
270414,1,0,270420,11
270420,1,0,270420,11
270420,4,0,271020,11
271020,1,0,271020,11
271020,8,0,271020,11
271020,3,0,270420,11
270420,7,0,270420,11
270420,9,0,270420,11
270420,5,0,270420,11
270420,3,0,271020,11
271020,2,0,271014,11
271014,4,0,271013,11
271013,2,0,271012,11
271012,3,0,271112,11
271112,7,0,271112,11
271112,2,0,271111,11
271111,9,0,271111,11
271111,7,0,271111,11
271111,8,0,271111,11
271111,3,0,271011,11
271011,5,0,271011,11
271011,6,0,271011,11
271011,6,0,271011,11
271011,9,0,271011,11
271011,5,0,271011,11
271011,7,0,271011,11
271011,2,0,271010,11
271010,3,0,270410,11
270410,3,0,270310,11
270310,2,0,270304,11
270304,2,0,270303,11
270303,2,0,270304,11
270304,1,0,270310,11
270310,2,0,270304,11
270304,5,0,270304,11
270304,5,0,270304,11
270304,3,0,270204,11
270204,2,0,270104,11
270104,3,0,270104,11
270104,2,0,270103,11
270103,9,0,270103,11
270103,8,0,270103,11
270103,5,0,270103,11
270103,1,0,270104,11
270104,5,0,270104,11
270104,2,0,270103,11
270103,1,0,270203,11
270203,7,0,270203,11
270203,4,0,270303,11
270303,1,0,270304,11
270304,1,0,270310,11
270310,9,0,270310,11
270310,4,0,270410,11
270410,6,0,270410,11
270410,6,0,270410,11
270410,4,0,270411,11
270411,6,0,270411,11
270411,6,0,270411,11
270411,2,0,270412,11
270412,6,0,270412,11
270412,3,0,270312,11
270312,9,0,270312,11
270312,7,0,270312,11
270312,8,0,270312,11
270312,2,0,270311,11
270311,8,0,270311,11
270311,1,0,270312,11
270312,9,0,270312,11
270312,6,0,270312,11
270312,8,0,270312,11
270312,6,0,270312,11
270312,4,0,270212,11
270212,7,0,270212,11
270212,1,0,270213,11
270213,2,0,270313,11
270313,3,0,270213,11
270213,8,0,270213,11
270213,3,0,270113,11
270113,2,0,270213,11
270213,7,0,270213,11
270213,9,0,270213,11
270213,8,0,270213,11
270213,1,0,270214,11
270214,2,0,270213,11
270213,8,0,270213,11
270213,8,0,270213,11
270213,1,0,270313,11
270313,1,0,270314,11
270314,3,0,270214,11
270214,3,0,270114,11
270114,8,0,270114,11
270114,8,0,270114,11
270114,1,0,270120,11
270120,1,0,270120,11
270120,3,0,270120,11
270120,2,0,270114,11
270114,6,0,270114,11
270114,1,0,270120,11
270120,4,0,270114,11
270114,8,0,270114,11
270114,8,0,270114,11
270114,4,0,270214,11
270214,8,0,270214,11
270214,4,0,270314,11
270314,5,0,270314,11
270314,4,0,270320,11
270320,1,0,270320,11
270320,2,0,270314,11
270314,7,0,270314,11
270314,5,0,270314,11
270314,1,0,270320,11
270320,9,0,270320,11
270320,5,0,270320,11
270320,8,0,270320,11
270320,7,0,270320,11
270320,3,0,270220,11
270220,9,0,270220,11
270220,3,0,270120,11
270120,8,0,291001,11
291001,6,0,291001,11
291001,4,0,291101,11
291101,9,0,291101,11
291101,9,0,291101,11
291101,6,0,291101,11
291101,9,0,291101,11
291101,8,0,291101,11
291101,5,0,291101,11
291101,9,0,291101,11
291101,3,0,291102,11
291102,5,0,291102,11
291102,2,0,291101,11
291101,9,0,291101,11
291101,3,0,291001,11
291001,1,0,291002,11
291002,7,0,291002,11
291002,1,0,291003,11
291003,6,0,291003,11
291003,1,0,290403,11
290403,5,0,290403,11
290403,8,0,290403,11
290403,6,0,290403,11
290403,8,0,290403,11
290403,4,0,291003,11
291003,6,0,291003,11
291003,3,0,290403,11
290403,4,0,291003,11
291003,8,0,291003,11
291003,2,0,291002,11
291002,6,0,291002,11
291002,6,0,291002,11
291002,1,0,291003,11
291003,4,0,291103,11
291103,4,0,291203,11
291203,4,0,291303,11
291303,8,0,291303,11
291303,3,0,291203,11
291203,3,0,291103,11
291103,2,0,291102,11
291102,7,0,291102,11
291102,4,0,291202,11
291202,9,0,291202,11
291202,5,0,291202,11
291202,3,0,291102,11
291102,5,0,291102,11
291102,6,0,291102,11
291102,3,0,291002,11
291002,4,0,291102,11
291102,9,0,291102,11
291102,6,0,291102,11
291102,6,0,291102,11
291102,4,0,291202,11
291202,8,0,291202,11
291202,3,0,291102,11
291102,7,0,291102,11
291102,9,0,291102,11
291102,3,0,291202,11
291202,2,0,291201,11
291201,4,0,291301,11
291301,8,0,291301,11
291301,7,0,291301,11
291301,6,0,291301,11
291301,5,0,291301,11
291301,7,0,291301,11
291301,2,0,291301,11
291301,2,0,291301,11
291301,7,0,291301,11
291301,6,0,291301,11
291301,8,0,291301,11
291301,3,0,291201,11
291201,5,0,291201,11
291201,5,0,291201,11
291201,2,0,291201,11
291201,4,0,291301,11
291301,9,0,291301,11
291301,3,0,291201,11
291201,2,0,291201,11
291201,1,0,291202,11
291202,2,0,291201,11
291201,6,0,291201,11
291201,3,0,291101,11
291101,5,0,291101,11
291101,2,0,291101,11
291101,1,0,291102,11
291102,2,0,291101,11
291101,1,0,291102,11
291102,7,0,291102,11
291102,4,0,291101,11
291101,8,0,291101,11
291101,6,0,291101,11
291101,9,0,291101,11
291101,3,0,291001,11
291001,3,0,290401,11
290401,2,0,290401,11
290401,4,0,291001,11
291001,6,0,291001,11
291001,9,0,291001,11
291001,4,0,291101,11
291101,1,0,291102,11
291102,4,0,291202,11
291202,9,0,291202,11
291202,7,0,291202,11
291202,4,0,291302,11
291302,4,0,291402,11
291402,3,0,291302,11
291302,4,0,291402,11
291402,5,0,291402,11
291402,7,0,291402,11
291402,6,0,291402,11
291402,8,0,291402,11
291402,5,0,291402,11
291402,6,0,291402,11
291402,2,0,291401,11
291401,4,0,291301,11
291301,9,0,291301,11
291301,3,0,291201,11
291201,7,0,291201,11
291201,1,0,291301,11
291301,4,0,291401,11
291401,3,0,291301,11
291301,6,0,291301,11
291301,7,0,291301,11
291301,4,0,291401,11
291401,6,0,291401,11
291401,7,0,291401,11
291401,3,0,291402,11
291402,6,0,291402,11
291402,3,0,291403,11
291403,2,0,291402,11
291402,1,0,291401,11
291401,2,0,291401,11
291401,7,0,291401,11
291401,4,0,292001,11
292001,4,0,292001,11
292001,9,0,272012,11
272012,2,0,272011,11
272011,8,0,272011,11
272011,8,0,272011,11
272011,1,0,272010,11
272010,3,0,271410,11
271410,6,0,271410,11
271410,4,0,272010,11
272010,9,0,272010,11
272010,6,0,272010,11
272010,3,0,271410,11
271410,6,0,271410,11
271410,4,0,272010,11
272010,1,0,272011,11
272011,4,0,272011,11
272011,6,0,272011,11
272011,3,0,271411,11
271411,4,0,272011,11
272011,3,0,271411,11
271411,3,0,271311,11
271311,9,0,271311,11
271311,4,0,271411,11
271411,2,0,271410,11
271410,1,0,272010,11
272010,3,0,271410,11
271410,6,0,271410,11
271410,5,0,271410,11
271410,3,0,271310,11
271310,8,0,271310,11
271310,5,0,271310,11
271310,1,0,271311,11
271311,8,0,271311,11
271311,9,0,271311,11
271311,4,0,271211,11
271211,9,0,271211,11
271211,8,0,271211,11
271211,4,0,271311,11
271311,4,0,271411,11
271411,5,0,271411,11
271411,8,0,271411,11
271411,4,0,272011,11
272011,6,0,272011,11
272011,4,0,272011,11
272011,5,0,272011,11
272011,3,0,271411,11
271411,5,0,271411,11
271411,5,0,271411,11
271411,3,0,271311,11
271311,1,0,271312,11
