s,a,r,sp,episode_index
71,3,0,81,115
81,3,0,71,115
71,3,0,81,115
81,3,0,91,115
91,4,0,92,115
92,4,0,82,115
82,2,3,92,115
92,4,0,82,115
82,2,3,83,115
83,2,0,84,115
84,2,0,85,115
85,3,0,95,115
95,2,0,96,115
96,2,0,97,115
97,4,0,87,115
87,4,0,77,115
77,1,0,87,115
87,3,0,86,115
86,1,0,85,115
85,2,0,86,115
86,2,0,87,115
58,3,0,68,116
68,4,0,69,116
69,3,0,79,116
79,3,0,80,116
80,1,0,79,116
79,1,0,78,116
78,4,0,68,116
68,1,0,69,116
69,3,0,79,116
79,3,0,80,116
80,4,0,70,116
70,4,0,60,116
60,4,0,70,116
70,2,0,70,116
70,3,0,80,116
80,1,0,79,116
79,1,0,78,116
78,1,0,77,116
77,3,0,87,116
87,3,0,97,116
97,2,0,87,116
87,3,0,97,116
97,1,0,98,116
98,4,0,88,116
88,4,0,78,116
78,3,0,79,116
79,2,0,80,116
80,1,0,90,116
90,4,0,100,116
100,1,0,99,116
99,4,0,89,116
89,1,0,88,116
88,3,0,87,116
87,3,0,86,116
86,4,0,76,116
76,1,0,75,116
75,2,0,76,116
76,2,0,66,116
66,4,0,56,116
56,2,0,57,116
57,1,0,56,116
56,2,0,57,116
57,1,0,56,116
56,3,0,66,116
66,2,0,67,116
67,2,0,77,116
77,1,0,67,116
67,2,0,66,116
66,4,0,65,116
65,1,0,64,116
64,1,0,63,116
63,4,0,53,116
53,1,0,52,116
52,3,0,62,116
62,2,0,63,116
63,4,0,64,116
64,1,0,74,116
74,1,0,64,116
64,3,0,63,116
63,4,0,53,116
53,4,0,43,116
43,3,0,53,116
53,2,0,43,116
43,2,0,44,116
44,3,0,54,116
54,2,0,55,116
55,3,0,65,116
65,1,0,64,116
64,3,0,54,116
54,4,0,55,116
55,1,0,54,116
54,4,0,44,116
44,3,0,54,116
54,1,0,44,116
44,2,0,34,116
34,3,0,44,116
44,1,0,43,116
43,1,0,42,116
42,3,0,52,116
52,3,0,51,116
51,2,0,41,116
41,3,0,42,116
42,4,0,32,116
32,3,0,42,116
42,4,0,41,116
41,3,0,51,116
51,1,0,51,116
51,3,0,52,116
52,4,0,42,116
42,4,0,32,116
32,1,0,31,116
31,1,0,31,116
31,2,0,41,116
41,1,0,41,116
41,3,0,31,116
31,2,0,32,116
32,4,0,33,116
33,2,0,34,116
34,3,0,35,116
35,2,0,36,116
57,3,0,67,117
67,2,0,66,117
66,3,0,67,117
67,2,0,57,117
57,4,0,47,117
47,4,10,57,117
57,3,0,67,117
67,1,0,77,117
77,4,0,67,117
67,2,0,68,117
68,2,0,58,117
58,4,0,48,117
48,4,0,58,117
58,1,0,57,117
57,3,0,58,117
58,4,0,48,117
48,3,0,58,117
58,2,0,59,117
59,2,0,58,117
58,2,0,59,117
59,4,0,60,117
60,2,0,60,117
60,3,0,70,117
70,4,0,80,117
80,2,0,80,117
80,4,0,70,117
70,2,0,70,117
70,2,0,70,117
70,4,0,60,117
60,2,0,60,117
60,4,0,50,117
50,2,0,50,117
50,2,0,50,117
50,2,0,50,117
50,4,0,40,117
40,1,0,39,117
39,1,0,38,117
38,1,0,37,117
37,4,0,27,117
27,2,0,28,117
28,2,0,18,117
18,4,0,8,117
8,1,0,9,117
9,1,0,8,117
8,3,0,18,117
18,2,0,28,117
28,4,0,27,117
27,3,0,37,117
37,2,0,36,117
36,3,0,35,117
35,1,0,34,117
34,3,0,44,117
44,3,0,34,117
34,2,0,35,117
35,4,0,25,117
25,3,0,35,117
35,3,0,25,117
25,3,0,35,117
35,2,0,36,117
36,3,0,35,117
35,1,0,34,117
34,4,0,24,117
24,3,0,34,117
34,1,0,44,117
44,4,0,34,117
34,2,0,35,117
35,1,0,45,117
45,2,0,44,117
44,1,0,43,117
43,2,0,44,117
44,3,0,54,117
54,2,0,55,117
55,2,0,56,117
56,3,0,66,117
66,2,0,76,117
76,2,0,75,117
75,3,0,85,117
85,2,0,75,117
75,4,0,65,117
65,4,0,75,117
75,3,0,85,117
85,1,0,75,117
75,3,0,74,117
74,2,0,75,117
75,4,0,65,117
65,1,0,75,117
75,4,0,65,117
65,1,0,64,117
64,4,0,63,117
63,2,0,62,117
62,4,0,52,117
52,4,0,62,117
62,3,0,72,117
72,4,0,62,117
62,2,0,72,117
72,2,0,73,117
73,3,0,83,117
83,3,0,93,117
93,1,0,92,117
92,3,0,92,117
40,2,0,40,118
40,2,0,40,118
40,2,0,40,118
40,3,0,50,118
50,1,0,49,118
49,1,0,48,118
48,1,0,47,118
47,1,10,46,118
46,2,0,47,118
47,2,10,48,118
48,4,0,38,118
38,2,0,48,118
48,1,0,49,118
49,3,0,50,118
50,3,0,60,118
60,1,0,50,118
50,3,0,40,118
40,3,0,50,118
50,3,0,60,118
60,4,0,50,118
50,4,0,40,118
40,4,0,30,118
30,4,0,40,118
40,2,0,40,118
40,1,0,50,118
50,3,0,40,118
40,4,0,30,118
30,3,0,20,118
20,3,0,30,118
30,2,0,30,118
30,4,0,20,118
20,1,0,19,118
19,1,0,20,118
20,3,0,10,118
10,4,0,10,118
10,1,0,9,118
9,1,0,10,118
10,2,0,10,118
10,2,0,10,118
10,3,0,9,118
9,4,0,9,118
9,4,0,9,118
9,2,0,8,118
8,3,0,18,118
18,2,0,19,118
19,4,0,29,118
29,1,0,28,118
28,1,0,27,118
27,4,0,26,118
26,2,0,27,118
27,1,0,26,118
26,3,0,16,118
16,3,0,17,118
17,2,0,18,118
18,3,0,28,118
28,3,0,27,118
27,4,0,17,118
17,2,0,27,118
27,3,0,37,118
37,4,0,27,118
27,2,0,28,118
28,1,0,18,118
18,4,0,8,118
8,1,0,7,118
7,1,0,6,118
6,3,0,16,118
16,3,0,15,118
15,1,0,14,118
14,3,0,24,118
24,1,0,23,118
23,2,0,24,118
24,3,0,34,118
34,1,0,44,118
44,4,0,34,118
34,4,0,33,118
33,3,0,43,118
43,2,0,44,118
44,4,0,43,118
43,2,0,44,118
44,1,0,43,118
43,1,0,33,118
33,4,0,43,118
43,4,0,33,118
33,4,0,23,118
23,4,0,13,118
13,1,0,14,118
14,2,0,4,118
4,2,0,14,118
14,3,0,15,118
15,3,0,25,118
25,3,0,35,118
35,1,0,34,118
34,4,0,24,118
24,4,0,25,118
25,1,0,24,118
24,4,0,14,118
14,1,0,13,118
13,4,0,3,118
3,4,0,3,118
3,3,0,13,118
22,3,0,32,119
32,3,0,31,119
31,4,0,21,119
21,1,0,21,119
21,2,0,11,119
11,4,0,1,119
1,4,0,1,119
1,2,0,11,119
11,3,0,21,119
21,2,0,31,119
31,1,0,31,119
31,2,0,21,119
21,4,0,11,119
11,4,0,12,119
12,2,0,13,119
13,3,0,23,119
23,4,0,13,119
13,3,0,12,119
12,3,0,13,119
13,1,0,12,119
12,4,0,2,119
2,4,0,2,119
2,1,0,1,119
1,1,0,1,119
1,4,0,1,119
1,4,0,1,119
1,2,0,11,119
11,1,0,11,119
11,3,0,1,119
1,3,0,11,119
11,1,0,11,119
11,1,0,11,119
11,2,0,12,119
12,4,0,2,119
2,3,0,12,119
12,3,0,22,119
22,2,0,23,119
23,1,0,22,119
22,2,0,23,119
23,3,0,33,119
33,3,0,43,119
43,3,0,53,119
53,4,0,63,119
63,2,0,64,119
64,2,0,54,119
54,2,0,64,119
64,3,0,74,119
74,1,0,64,119
64,2,0,63,119
63,1,0,53,119
53,4,0,43,119
43,1,0,44,119
44,4,0,34,119
34,2,0,35,119
35,3,0,36,119
36,3,0,46,119
46,1,0,45,119
45,3,0,46,119
46,2,0,47,119
47,2,10,37,119
37,1,0,36,119
36,2,0,37,119
37,2,0,27,119
27,1,0,26,119
26,1,0,36,119
36,3,0,26,119
26,1,0,36,119
36,4,0,26,119
26,4,0,16,119
16,3,0,15,119
15,4,0,14,119
14,2,0,15,119
15,4,0,5,119
5,4,0,5,119
5,2,0,6,119
6,4,0,6,119
6,4,0,6,119
6,1,0,7,119
7,4,0,7,119
7,4,0,7,119
7,3,0,17,119
17,3,0,7,119
7,2,0,8,119
8,3,0,18,119
18,3,0,28,119
28,4,0,18,119
18,4,0,8,119
8,4,0,8,119
8,4,0,8,119
8,1,0,7,119
7,2,0,8,119
8,2,0,9,119
9,3,0,19,119
19,2,0,9,119
9,4,0,9,119
9,4,0,9,119
9,3,0,19,119
19,3,0,20,119
20,4,0,19,119
19,3,0,29,119
31,3,0,41,120
41,1,0,41,120
41,3,0,51,120
51,4,0,52,120
52,4,0,42,120
42,4,0,32,120
32,2,0,33,120
33,1,0,43,120
43,2,0,44,120
44,2,0,45,120
45,4,0,35,120
35,2,0,36,120
36,2,0,37,120
37,3,0,47,120
47,4,10,46,120
46,1,0,45,120
45,2,0,46,120
46,3,0,56,120
56,2,0,46,120
46,1,0,45,120
45,1,0,46,120
46,4,0,36,120
36,1,0,35,120
35,1,0,34,120
34,4,0,24,120
24,2,0,14,120
14,3,0,4,120
4,4,0,4,120
4,4,0,4,120
4,2,0,5,120
5,4,0,5,120
5,4,0,5,120
5,3,0,6,120
6,2,0,16,120
16,1,0,17,120
17,3,0,27,120
27,1,0,26,120
26,2,0,25,120
25,3,0,35,120
35,3,0,45,120
45,4,0,35,120
35,2,0,25,120
25,3,0,26,120
26,4,0,27,120
27,2,0,28,120
28,3,0,38,120
38,3,0,37,120
37,2,0,38,120
38,1,0,39,120
39,4,0,29,120
29,1,0,30,120
30,1,0,20,120
20,2,0,20,120
20,1,0,19,120
19,2,0,20,120
20,4,0,10,120
10,1,0,9,120
9,3,0,10,120
10,4,0,10,120
10,3,0,9,120
9,3,0,8,120
8,1,0,7,120
7,2,0,8,120
8,3,0,18,120
18,3,0,28,120
28,3,0,29,120
29,3,0,39,120
39,1,0,49,120
49,1,0,48,120
48,1,0,47,120
47,2,10,48,120
48,4,0,49,120
49,2,0,50,120
50,1,0,49,120
49,4,0,48,120
48,4,0,38,120
38,3,0,48,120
48,2,0,38,120
38,1,0,37,120
37,4,0,47,120
47,3,10,57,120
57,1,0,56,120
56,3,0,46,120
46,3,0,56,120
56,1,0,55,120
55,1,0,65,120
65,2,0,66,120
66,4,0,56,120
56,3,0,66,120
66,3,0,76,120
76,2,0,75,120
75,3,0,85,120
85,4,0,95,120
95,1,0,94,120
94,1,0,93,120
93,4,0,83,120
83,4,0,73,120
73,3,0,63,120
63,4,0,73,120
73,1,0,72,120
73,4,0,63,121
63,3,0,53,121
53,1,0,54,121
54,2,0,55,121
55,2,0,65,121
65,4,0,55,121
55,3,0,65,121
65,1,0,75,121
75,4,0,76,121
76,2,0,77,121
77,1,0,76,121
76,2,0,77,121
77,2,0,78,121
78,1,0,79,121
79,3,0,89,121
89,4,0,90,121
90,4,0,100,121
100,4,0,90,121
90,1,0,89,121
89,1,0,88,121
88,3,0,98,121
98,3,0,98,121
98,1,0,88,121
88,4,0,78,121
78,4,0,68,121
68,2,0,69,121
69,3,0,79,121
79,2,0,89,121
89,2,0,88,121
88,4,0,78,121
78,3,0,88,121
88,4,0,89,121
89,4,0,79,121
79,1,0,78,121
78,4,0,68,121
68,1,0,78,121
78,1,0,77,121
77,3,0,87,121
87,2,0,88,121
88,1,0,87,121
87,4,0,97,121
97,2,0,96,121
96,1,0,95,121
95,3,0,95,121
95,3,0,95,121
95,3,0,95,121
95,1,0,96,121
96,2,0,97,121
97,2,0,96,121
96,2,0,97,121
97,1,0,96,121
96,2,0,97,121
97,1,0,96,121
96,4,0,86,121
86,2,0,76,121
76,2,0,77,121
77,4,0,67,121
67,4,0,68,121
68,3,0,78,121
78,3,0,79,121
79,1,0,80,121
80,3,0,70,121
70,3,0,69,121
69,2,0,68,121
68,4,0,58,121
58,1,0,57,121
57,4,0,58,121
58,1,0,68,121
68,1,0,67,121
67,3,0,77,121
77,1,0,67,121
67,2,0,68,121
68,3,0,58,121
58,4,0,59,121
59,1,0,49,121
49,3,0,59,121
59,3,0,69,121
69,2,0,70,121
70,2,0,70,121
70,3,0,60,121
60,2,0,60,121
60,3,0,70,121
70,2,0,70,121
70,2,0,70,121
70,4,0,60,121
60,3,0,70,121
70,2,0,70,121
70,3,0,80,121
80,3,0,70,121
70,4,0,69,121
69,1,0,59,121
59,2,0,58,121
58,4,0,59,121
59,3,0,69,121
69,1,0,59,121
59,2,0,60,121
60,4,0,50,121
50,3,0,60,121
60,3,0,70,121
70,4,0,60,121
71,3,0,61,122
61,3,0,71,122
71,1,0,71,122
71,2,0,61,122
61,1,0,61,122
61,1,0,61,122
61,1,0,61,122
61,2,0,51,122
51,1,0,51,122
51,1,0,51,122
51,3,0,61,122
61,3,0,71,122
71,4,0,61,122
61,4,0,51,122
51,1,0,51,122
51,3,0,41,122
41,4,0,31,122
31,4,0,21,122
21,2,0,31,122
31,2,0,21,122
21,4,0,11,122
11,1,0,11,122
11,2,0,21,122
21,1,0,21,122
21,3,0,31,122
31,3,0,21,122
21,1,0,21,122
21,4,0,11,122
11,2,0,12,122
12,1,0,11,122
11,2,0,12,122
12,2,0,13,122
13,2,0,14,122
14,4,0,13,122
13,1,0,14,122
14,4,0,15,122
15,3,0,25,122
25,4,0,15,122
15,3,0,25,122
25,1,0,15,122
15,3,0,25,122
25,3,0,35,122
35,2,0,36,122
36,2,0,37,122
37,4,0,27,122
27,1,0,26,122
26,2,0,25,122
25,3,0,35,122
35,1,0,34,122
34,4,0,35,122
35,4,0,25,122
25,1,0,26,122
26,1,0,16,122
16,2,0,26,122
26,3,0,36,122
36,1,0,35,122
35,4,0,25,122
25,4,0,15,122
15,2,0,16,122
16,4,0,6,122
6,3,0,5,122
5,3,0,15,122
15,2,0,14,122
14,1,0,13,122
13,2,0,14,122
14,1,0,13,122
13,3,0,3,122
3,4,0,3,122
3,3,0,4,122
4,2,0,3,122
3,3,0,13,122
13,1,0,12,122
12,1,0,2,122
2,2,0,3,122
3,3,0,13,122
13,1,0,12,122
12,1,0,22,122
22,4,0,12,122
12,4,0,2,122
2,4,0,2,122
2,2,0,12,122
12,4,0,22,122
22,4,0,12,122
12,3,0,22,122
22,3,0,32,122
32,3,0,42,122
42,1,0,41,122
41,4,0,31,122
31,1,0,31,122
31,2,0,21,122
21,3,0,31,122
31,3,0,21,122
21,2,0,22,122
22,1,0,21,122
21,1,0,21,122
21,2,0,31,122
31,3,0,41,122
41,2,0,31,122
31,1,0,31,122
31,3,0,41,122
40,4,0,30,123
30,3,0,29,123
29,2,0,19,123
19,3,0,29,123
29,1,0,28,123
28,2,0,27,123
27,1,0,26,123
26,1,0,25,123
25,2,0,26,123
26,2,0,27,123
27,3,0,37,123
37,3,0,47,123
47,3,10,46,123
46,2,0,45,123
45,1,0,44,123
44,3,0,54,123
54,1,0,53,123
53,4,0,43,123
43,3,0,53,123
53,1,0,52,123
52,3,0,51,123
51,1,0,51,123
51,1,0,51,123
51,3,0,52,123
52,1,0,51,123
51,3,0,61,123
61,2,0,62,123
62,4,0,52,123
52,4,0,42,123
42,1,0,41,123
41,4,0,42,123
42,3,0,43,123
43,4,0,42,123
42,3,0,32,123
32,4,0,22,123
22,2,0,21,123
21,3,0,11,123
11,4,0,12,123
12,4,0,2,123
2,1,0,1,123
1,2,0,2,123
2,4,0,2,123
2,4,0,2,123
2,1,0,1,123
1,3,0,11,123
11,2,0,1,123
1,3,0,11,123
11,2,0,12,123
12,1,0,11,123
11,2,0,1,123
1,3,0,2,123
2,4,0,2,123
2,4,0,2,123
2,2,0,3,123
3,1,0,4,123
4,4,0,4,123
4,3,0,14,123
14,1,0,13,123
13,2,0,3,123
3,4,0,3,123
3,2,0,13,123
13,4,0,23,123
23,4,0,13,123
13,1,0,3,123
3,2,0,2,123
2,1,0,1,123
1,2,0,11,123
11,1,0,11,123
11,1,0,11,123
11,4,0,1,123
1,1,0,1,123
1,2,0,11,123
11,2,0,12,123
12,2,0,13,123
13,4,0,12,123
12,4,0,2,123
2,1,0,12,123
12,1,0,2,123
2,3,0,1,123
1,4,0,1,123
1,1,0,1,123
1,4,0,1,123
1,4,0,1,123
1,3,0,11,123
11,1,0,11,123
11,1,0,11,123
11,3,0,21,123
21,3,0,31,123
31,3,0,41,123
41,4,0,31,123
31,3,0,41,123
41,1,0,41,123
41,2,0,42,123
42,4,0,32,123
32,1,0,31,123
31,3,0,32,123
32,2,0,33,123
33,1,0,32,123
32,1,0,31,123
31,4,0,21,123
94,2,0,95,124
95,4,0,85,124
85,2,0,86,124
86,2,0,87,124
87,4,0,77,124
77,1,0,87,124
87,4,0,77,124
77,2,0,78,124
78,4,0,68,124
68,2,0,69,124
69,1,0,68,124
68,1,0,69,124
69,1,0,68,124
68,2,0,69,124
69,1,0,68,124
68,1,0,69,124
69,3,0,79,124
79,4,0,89,124
89,4,0,79,124
79,2,0,80,124
80,1,0,79,124
79,1,0,80,124
80,2,0,80,124
80,2,0,80,124
80,3,0,90,124
90,2,0,90,124
90,3,0,100,124
100,3,0,100,124
100,3,0,100,124
100,4,0,90,124
90,2,0,90,124
90,4,0,80,124
80,4,0,70,124
70,4,0,60,124
60,1,0,59,124
59,1,0,60,124
60,1,0,50,124
50,3,0,60,124
60,1,0,59,124
59,4,0,49,124
49,1,0,59,124
59,2,0,60,124
60,3,0,70,124
70,4,0,69,124
69,2,0,70,124
70,2,0,70,124
70,3,0,80,124
80,2,0,80,124
80,3,0,90,124
90,1,0,89,124
89,4,0,79,124
79,1,0,80,124
80,1,0,79,124
79,3,0,89,124
89,4,0,79,124
79,1,0,80,124
80,1,0,70,124
70,2,0,70,124
70,4,0,60,124
60,2,0,60,124
60,4,0,70,124
70,1,0,80,124
80,4,0,70,124
70,3,0,69,124
69,1,0,68,124
68,3,0,78,124
78,3,0,68,124
68,3,0,78,124
78,4,0,88,124
88,1,0,87,124
87,3,0,97,124
97,3,0,97,124
97,1,0,98,124
98,4,0,99,124
99,3,0,99,124
99,3,0,99,124
99,2,0,89,124
89,1,0,99,124
99,2,0,100,124
100,2,0,100,124
100,3,0,100,124
100,4,0,90,124
90,4,0,100,124
100,3,0,100,124
100,2,0,100,124
100,2,0,100,124
100,4,0,99,124
99,2,0,100,124
100,4,0,90,124
90,3,0,100,124
100,2,0,100,124
100,4,0,99,124
99,4,0,89,124
89,2,0,90,124
90,3,0,89,124
89,2,0,90,124
90,2,0,90,124
90,2,0,90,124
90,2,0,90,124
90,1,0,80,124
92,2,0,93,125
93,4,0,83,125
83,4,0,82,125
82,4,3,72,125
72,3,0,82,125
82,1,3,72,125
72,2,0,73,125
73,2,0,74,125
74,2,0,75,125
75,2,0,65,125
65,2,0,66,125
66,2,0,67,125
67,1,0,77,125
77,4,0,67,125
67,3,0,66,125
66,2,0,56,125
56,1,0,66,125
66,4,0,76,125
76,4,0,66,125
66,3,0,76,125
76,1,0,66,125
66,3,0,65,125
65,3,0,75,125
75,4,0,76,125
76,3,0,86,125
86,4,0,96,125
96,1,0,95,125
95,3,0,95,125
95,3,0,95,125
95,1,0,94,125
94,1,0,93,125
93,4,0,83,125
83,2,0,93,125
93,4,0,94,125
94,4,0,84,125
84,3,0,83,125
83,2,0,84,125
84,1,0,83,125
83,1,0,82,125
82,2,3,83,125
83,2,0,84,125
84,3,0,94,125
94,3,0,94,125
94,2,0,84,125
84,4,0,74,125
74,4,0,64,125
64,2,0,65,125
65,1,0,66,125
66,3,0,76,125
76,4,0,66,125
66,4,0,56,125
56,1,0,55,125
55,1,0,65,125
65,1,0,66,125
66,3,0,76,125
76,3,0,86,125
86,4,0,87,125
87,4,0,77,125
77,2,0,67,125
67,2,0,57,125
57,3,0,67,125
67,1,0,68,125
68,3,0,78,125
78,1,0,77,125
77,3,0,87,125
87,2,0,77,125
77,2,0,78,125
78,4,0,77,125
77,2,0,67,125
67,4,0,57,125
57,3,0,67,125
67,3,0,77,125
77,1,0,76,125
76,4,0,75,125
75,1,0,74,125
74,4,0,64,125
64,2,0,63,125
63,2,0,73,125
73,1,0,72,125
72,2,0,62,125
62,3,0,61,125
61,2,0,51,125
51,3,0,61,125
61,1,0,61,125
61,1,0,61,125
61,4,0,51,125
51,1,0,51,125
51,4,0,41,125
41,2,0,51,125
51,4,0,61,125
61,3,0,62,125
62,1,0,61,125
61,2,0,62,125
62,3,0,52,125
52,4,0,53,125
53,3,0,63,125
63,1,0,53,125
53,3,0,63,125
63,2,0,64,125
64,3,0,63,125
28,4,0,27,126
27,2,0,28,126
28,4,0,18,126
18,2,0,28,126
28,3,0,38,126
38,1,0,37,126
37,2,0,38,126
38,2,0,39,126
39,4,0,38,126
38,1,0,37,126
37,4,0,27,126
27,2,0,28,126
28,1,0,27,126
27,4,0,17,126
17,3,0,7,126
7,2,0,8,126
8,1,0,18,126
18,3,0,28,126
28,2,0,29,126
29,1,0,30,126
30,3,0,40,126
40,2,0,40,126
40,4,0,30,126
30,3,0,40,126
40,2,0,40,126
40,1,0,50,126
50,2,0,50,126
50,2,0,50,126
50,1,0,49,126
49,2,0,39,126
39,3,0,49,126
49,3,0,59,126
59,3,0,49,126
49,1,0,50,126
50,3,0,40,126
40,3,0,30,126
30,2,0,30,126
30,4,0,20,126
20,1,0,19,126
19,1,0,18,126
18,1,0,17,126
17,1,0,7,126
7,2,0,8,126
8,3,0,18,126
18,4,0,17,126
17,3,0,27,126
27,2,0,17,126
17,3,0,27,126
27,2,0,26,126
26,3,0,16,126
16,3,0,26,126
26,4,0,16,126
16,3,0,15,126
15,4,0,5,126
5,3,0,15,126
15,1,0,16,126
16,1,0,15,126
15,1,0,5,126
5,3,0,15,126
15,3,0,14,126
14,4,0,4,126
4,1,0,14,126
14,3,0,24,126
24,2,0,25,126
25,4,0,24,126
24,2,0,23,126
23,3,0,13,126
13,3,0,14,126
14,3,0,24,126
24,1,0,23,126
23,3,0,33,126
33,1,0,32,126
32,2,0,33,126
33,3,0,32,126
32,4,0,22,126
22,1,0,23,126
23,3,0,22,126
22,1,0,12,126
12,4,0,11,126
11,4,0,1,126
1,1,0,1,126
1,3,0,11,126
11,2,0,12,126
12,1,0,22,126
22,1,0,21,126
21,3,0,31,126
31,2,0,32,126
32,4,0,42,126
42,1,0,32,126
32,4,0,22,126
22,1,0,12,126
12,1,0,2,126
2,1,0,1,126
1,4,0,1,126
1,2,0,11,126
11,1,0,11,126
11,4,0,12,126
12,4,0,2,126
2,3,0,12,126
12,2,0,13,126
85,4,0,75,127
75,1,0,74,127
74,3,0,84,127
84,4,0,85,127
85,2,0,86,127
86,3,0,85,127
85,1,0,84,127
84,2,0,85,127
85,2,0,86,127
86,3,0,96,127
96,3,0,96,127
96,1,0,97,127
97,1,0,98,127
98,1,0,97,127
97,4,0,87,127
87,4,0,97,127
97,3,0,97,127
97,4,0,87,127
87,4,0,97,127
97,3,0,97,127
97,2,0,96,127
96,1,0,95,127
95,4,0,94,127
94,4,0,84,127
84,2,0,85,127
85,4,0,86,127
86,1,0,87,127
87,1,0,88,127
88,2,0,98,127
98,4,0,88,127
88,4,0,78,127
78,2,0,79,127
79,1,0,78,127
78,1,0,77,127
77,3,0,87,127
87,1,0,86,127
86,4,0,76,127
76,3,0,86,127
86,3,0,96,127
96,4,0,86,127
86,2,0,87,127
87,2,0,88,127
88,4,0,78,127
78,2,0,79,127
79,2,0,80,127
80,4,0,70,127
70,2,0,70,127
70,2,0,70,127
70,1,0,60,127
60,4,0,50,127
50,2,0,50,127
50,1,0,49,127
49,1,0,48,127
48,3,0,58,127
58,2,0,59,127
59,4,0,49,127
49,1,0,50,127
50,2,0,50,127
50,2,0,50,127
50,2,0,50,127
50,1,0,49,127
49,2,0,50,127
50,4,0,60,127
60,1,0,59,127
59,2,0,60,127
60,4,0,50,127
50,4,0,60,127
60,4,0,50,127
50,1,0,49,127
49,4,0,59,127
59,2,0,69,127
69,2,0,79,127
79,4,0,89,127
89,3,0,99,127
99,4,0,100,127
100,3,0,100,127
100,4,0,90,127
90,3,0,80,127
80,1,0,90,127
90,1,0,80,127
80,3,0,90,127
90,4,0,100,127
100,2,0,100,127
100,1,0,99,127
99,1,0,98,127
98,1,0,97,127
97,1,0,96,127
96,2,0,97,127
97,3,0,97,127
97,3,0,97,127
97,2,0,98,127
98,2,0,99,127
99,3,0,99,127
99,1,0,98,127
98,1,0,88,127
88,4,0,78,127
78,3,0,88,127
88,3,0,98,127
98,3,0,98,127
98,1,0,97,127
88,4,0,78,128
78,4,0,68,128
68,2,0,69,128
69,3,0,79,128
79,3,0,89,128
89,4,0,99,128
99,1,0,89,128
89,4,0,88,128
88,3,0,98,128
98,3,0,98,128
98,3,0,98,128
98,1,0,97,128
97,3,0,97,128
97,4,0,87,128
87,3,0,97,128
97,2,0,87,128
87,2,0,97,128
97,2,0,98,128
98,2,0,99,128
99,1,0,98,128
98,3,0,98,128
98,2,0,99,128
99,1,0,98,128
98,1,0,99,128
99,3,0,99,128
99,1,0,100,128
100,2,0,100,128
100,3,0,100,128
100,1,0,99,128
99,3,0,99,128
99,4,0,89,128
89,4,0,79,128
79,4,0,80,128
80,3,0,79,128
79,3,0,89,128
89,1,0,88,128
88,1,0,87,128
87,4,0,77,128
77,4,0,87,128
87,4,0,77,128
77,3,0,67,128
67,4,0,66,128
66,4,0,56,128
56,4,0,46,128
46,2,0,47,128
47,3,10,37,128
37,2,0,38,128
38,1,0,37,128
37,3,0,47,128
47,3,10,37,128
37,2,0,27,128
27,1,0,26,128
26,4,0,16,128
16,4,0,6,128
6,3,0,7,128
7,4,0,7,128
7,1,0,6,128
6,2,0,7,128
7,4,0,7,128
7,3,0,6,128
6,4,0,6,128
6,3,0,16,128
16,1,0,15,128
15,4,0,5,128
5,4,0,5,128
5,1,0,4,128
4,4,0,4,128
4,1,0,3,128
3,4,0,3,128
3,4,0,3,128
3,2,0,4,128
4,1,0,14,128
14,4,0,4,128
4,2,0,5,128
5,4,0,5,128
5,4,0,5,128
5,2,0,6,128
6,1,0,7,128
7,3,0,8,128
8,3,0,7,128
7,4,0,7,128
7,1,0,6,128
6,4,0,6,128
6,2,0,5,128
5,3,0,4,128
4,4,0,4,128
4,3,0,3,128
3,4,0,3,128
3,2,0,13,128
13,1,0,23,128
23,3,0,33,128
33,2,0,32,128
32,3,0,42,128
42,4,0,52,128
52,2,0,62,128
62,1,0,61,128
61,4,0,71,128
71,4,0,61,128
61,1,0,61,128
61,1,0,61,128
18,4,0,8,129
8,4,0,8,129
8,1,0,7,129
7,4,0,7,129
7,4,0,7,129
7,1,0,6,129
6,1,0,5,129
5,2,0,15,129
15,3,0,14,129
14,3,0,13,129
13,2,0,14,129
14,1,0,4,129
4,4,0,4,129
4,1,0,3,129
3,1,0,2,129
2,3,0,12,129
12,1,0,13,129
13,1,0,12,129
12,3,0,22,129
22,3,0,21,129
21,2,0,22,129
22,3,0,32,129
32,2,0,33,129
33,2,0,23,129
23,4,0,13,129
13,1,0,12,129
12,2,0,2,129
2,3,0,3,129
3,2,0,13,129
13,2,0,12,129
12,4,0,2,129
2,3,0,12,129
12,2,0,2,129
2,1,0,1,129
1,2,0,11,129
11,3,0,21,129
21,3,0,31,129
31,4,0,32,129
32,4,0,22,129
22,1,0,21,129
21,4,0,11,129
11,2,0,1,129
1,3,0,11,129
11,1,0,11,129
11,4,0,21,129
21,1,0,21,129
21,3,0,31,129
31,2,0,41,129
41,1,0,41,129
41,4,0,31,129
31,4,0,21,129
21,3,0,31,129
31,2,0,41,129
41,1,0,41,129
41,4,0,42,129
42,4,0,32,129
32,4,0,22,129
22,3,0,32,129
32,3,0,31,129
31,2,0,32,129
32,2,0,33,129
33,4,0,34,129
34,1,0,35,129
35,3,0,25,129
25,3,0,35,129
35,3,0,34,129
34,3,0,44,129
44,2,0,45,129
45,3,0,55,129
55,2,0,45,129
45,1,0,44,129
44,2,0,45,129
45,2,0,44,129
44,2,0,34,129
34,1,0,33,129
33,2,0,34,129
34,1,0,44,129
